 a		phi		phidot		fde
    0.824365E+00    0.155000E+00   -0.173072-122    0.148901-119
    0.824565E+00    0.155000E+00   -0.173177-122    0.149009-119
    0.824765E+00    0.155000E+00   -0.173282-122    0.149117-119
    0.824964E+00    0.155000E+00   -0.173386-122    0.149226-119
    0.825164E+00    0.155000E+00   -0.173491-122    0.149334-119
    0.825364E+00    0.155000E+00   -0.173597-122    0.149443-119
    0.825564E+00    0.155000E+00   -0.173702-122    0.149551-119
    0.825764E+00    0.155000E+00   -0.173807-122    0.149660-119
    0.825963E+00    0.155000E+00   -0.173912-122    0.149769-119
    0.826163E+00    0.155000E+00   -0.174017-122    0.149877-119
    0.826363E+00    0.155000E+00   -0.174122-122    0.149986-119
    0.826563E+00    0.155000E+00   -0.174228-122    0.150095-119
    0.826763E+00    0.155000E+00   -0.174333-122    0.150204-119
    0.826963E+00    0.155000E+00   -0.174438-122    0.150313-119
    0.827162E+00    0.155000E+00   -0.174544-122    0.150422-119
    0.827362E+00    0.155000E+00   -0.174649-122    0.150531-119
    0.827562E+00    0.155000E+00   -0.174755-122    0.150640-119
    0.827762E+00    0.155000E+00   -0.174860-122    0.150749-119
    0.827962E+00    0.155000E+00   -0.174966-122    0.150858-119
    0.828161E+00    0.155000E+00   -0.175071-122    0.150968-119
    0.828361E+00    0.155000E+00   -0.175177-122    0.151077-119
    0.828561E+00    0.155000E+00   -0.175283-122    0.151186-119
    0.828761E+00    0.155000E+00   -0.175388-122    0.151296-119
    0.828961E+00    0.155000E+00   -0.175494-122    0.151405-119
    0.829160E+00    0.155000E+00   -0.175600-122    0.151515-119
    0.829360E+00    0.155000E+00   -0.175706-122    0.151624-119
    0.829560E+00    0.155000E+00   -0.175812-122    0.151734-119
    0.829760E+00    0.155000E+00   -0.175917-122    0.151844-119
    0.829960E+00    0.155000E+00   -0.176023-122    0.151953-119
    0.830160E+00    0.155000E+00   -0.176129-122    0.152063-119
    0.830359E+00    0.155000E+00   -0.176235-122    0.152173-119
    0.830559E+00    0.155000E+00   -0.176341-122    0.152283-119
    0.830759E+00    0.155000E+00   -0.176447-122    0.152393-119
    0.830959E+00    0.155000E+00   -0.176554-122    0.152503-119
    0.831159E+00    0.155000E+00   -0.176660-122    0.152613-119
    0.831358E+00    0.155000E+00   -0.176766-122    0.152723-119
    0.831558E+00    0.155000E+00   -0.176872-122    0.152833-119
    0.831758E+00    0.155000E+00   -0.176978-122    0.152943-119
    0.831958E+00    0.155000E+00   -0.177085-122    0.153053-119
    0.832158E+00    0.155000E+00   -0.177191-122    0.153164-119
    0.832357E+00    0.155000E+00   -0.177298-122    0.153274-119
    0.832557E+00    0.155000E+00   -0.177404-122    0.153385-119
    0.832757E+00    0.155000E+00   -0.177510-122    0.153495-119
    0.832957E+00    0.155000E+00   -0.177617-122    0.153606-119
    0.833157E+00    0.155000E+00   -0.177723-122    0.153716-119
    0.833357E+00    0.155000E+00   -0.177830-122    0.153827-119
    0.833556E+00    0.155000E+00   -0.177937-122    0.153937-119
    0.833756E+00    0.155000E+00   -0.178043-122    0.154048-119
    0.833956E+00    0.155000E+00   -0.178150-122    0.154159-119
    0.834156E+00    0.155000E+00   -0.178257-122    0.154270-119
    0.834356E+00    0.155000E+00   -0.178364-122    0.154381-119
    0.834555E+00    0.155000E+00   -0.178470-122    0.154492-119
    0.834755E+00    0.155000E+00   -0.178577-122    0.154603-119
    0.834955E+00    0.155000E+00   -0.178684-122    0.154714-119
    0.835155E+00    0.155000E+00   -0.178791-122    0.154825-119
    0.835355E+00    0.155000E+00   -0.178898-122    0.154936-119
    0.835554E+00    0.155000E+00   -0.179005-122    0.155047-119
    0.835754E+00    0.155000E+00   -0.179112-122    0.155159-119
    0.835954E+00    0.155000E+00   -0.179219-122    0.155270-119
    0.836154E+00    0.155000E+00   -0.179326-122    0.155381-119
    0.836354E+00    0.155000E+00   -0.179433-122    0.155493-119
    0.836554E+00    0.155000E+00   -0.179541-122    0.155604-119
    0.836753E+00    0.155000E+00   -0.179648-122    0.155716-119
    0.836953E+00    0.155000E+00   -0.179755-122    0.155827-119
    0.837153E+00    0.155000E+00   -0.179862-122    0.155939-119
    0.837353E+00    0.155000E+00   -0.179970-122    0.156051-119
    0.837553E+00    0.155000E+00   -0.180077-122    0.156162-119
    0.837752E+00    0.155000E+00   -0.180185-122    0.156274-119
    0.837952E+00    0.155000E+00   -0.180292-122    0.156386-119
    0.838152E+00    0.155000E+00   -0.180400-122    0.156498-119
    0.838352E+00    0.155000E+00   -0.180507-122    0.156610-119
    0.838552E+00    0.155000E+00   -0.180615-122    0.156722-119
    0.838751E+00    0.155000E+00   -0.180722-122    0.156834-119
    0.838951E+00    0.155000E+00   -0.180830-122    0.156946-119
    0.839151E+00    0.155000E+00   -0.180938-122    0.157058-119
    0.839351E+00    0.155000E+00   -0.181045-122    0.157171-119
    0.839551E+00    0.155000E+00   -0.181153-122    0.157283-119
    0.839751E+00    0.155000E+00   -0.181261-122    0.157395-119
    0.839950E+00    0.155000E+00   -0.181369-122    0.157508-119
    0.840150E+00    0.155000E+00   -0.181477-122    0.157620-119
    0.840350E+00    0.155000E+00   -0.181585-122    0.157733-119
    0.840550E+00    0.155000E+00   -0.181693-122    0.157845-119
    0.840750E+00    0.155000E+00   -0.181801-122    0.157958-119
    0.840949E+00    0.155000E+00   -0.181909-122    0.158070-119
    0.841149E+00    0.155000E+00   -0.182017-122    0.158183-119
    0.841349E+00    0.155000E+00   -0.182125-122    0.158296-119
    0.841549E+00    0.155000E+00   -0.182233-122    0.158409-119
    0.841749E+00    0.155000E+00   -0.182341-122    0.158522-119
    0.841948E+00    0.155000E+00   -0.182450-122    0.158634-119
    0.842148E+00    0.155000E+00   -0.182558-122    0.158747-119
    0.842348E+00    0.155000E+00   -0.182666-122    0.158860-119
    0.842548E+00    0.155000E+00   -0.182774-122    0.158974-119
    0.842748E+00    0.155000E+00   -0.182883-122    0.159087-119
    0.842948E+00    0.155000E+00   -0.182991-122    0.159200-119
    0.843147E+00    0.155000E+00   -0.183100-122    0.159313-119
    0.843347E+00    0.155000E+00   -0.183208-122    0.159426-119
    0.843547E+00    0.155000E+00   -0.183317-122    0.159540-119
    0.843747E+00    0.155000E+00   -0.183425-122    0.159653-119
    0.843947E+00    0.155000E+00   -0.183534-122    0.159767-119
    0.844146E+00    0.155000E+00   -0.183643-122    0.159880-119
    0.844346E+00    0.155000E+00   -0.183751-122    0.159994-119
    0.844546E+00    0.155000E+00   -0.183860-122    0.160107-119
    0.844746E+00    0.155000E+00   -0.183969-122    0.160221-119
    0.844946E+00    0.155000E+00   -0.184078-122    0.160335-119
    0.845145E+00    0.155000E+00   -0.184187-122    0.160449-119
    0.845345E+00    0.155000E+00   -0.184295-122    0.160562-119
    0.845545E+00    0.155000E+00   -0.184404-122    0.160676-119
    0.845745E+00    0.155000E+00   -0.184513-122    0.160790-119
    0.845945E+00    0.155000E+00   -0.184622-122    0.160904-119
    0.846145E+00    0.155000E+00   -0.184731-122    0.161018-119
    0.846344E+00    0.155000E+00   -0.184841-122    0.161132-119
    0.846544E+00    0.155000E+00   -0.184950-122    0.161247-119
    0.846744E+00    0.155000E+00   -0.185059-122    0.161361-119
    0.846944E+00    0.155000E+00   -0.185168-122    0.161475-119
    0.847144E+00    0.155000E+00   -0.185277-122    0.161589-119
    0.847343E+00    0.155000E+00   -0.185387-122    0.161704-119
    0.847543E+00    0.155000E+00   -0.185496-122    0.161818-119
    0.847743E+00    0.155000E+00   -0.185605-122    0.161933-119
    0.847943E+00    0.155000E+00   -0.185715-122    0.162047-119
    0.848143E+00    0.155000E+00   -0.185824-122    0.162162-119
    0.848342E+00    0.155000E+00   -0.185934-122    0.162276-119
    0.848542E+00    0.155000E+00   -0.186043-122    0.162391-119
    0.848742E+00    0.155000E+00   -0.186153-122    0.162506-119
    0.848942E+00    0.155000E+00   -0.186262-122    0.162621-119
    0.849142E+00    0.155000E+00   -0.186372-122    0.162736-119
    0.849342E+00    0.155000E+00   -0.186481-122    0.162851-119
    0.849541E+00    0.155000E+00   -0.186591-122    0.162966-119
    0.849741E+00    0.155000E+00   -0.186701-122    0.163081-119
    0.849941E+00    0.155000E+00   -0.186811-122    0.163196-119
    0.850141E+00    0.155000E+00   -0.186921-122    0.163311-119
    0.850341E+00    0.155000E+00   -0.187030-122    0.163426-119
    0.850540E+00    0.155000E+00   -0.187140-122    0.163541-119
    0.850740E+00    0.155000E+00   -0.187250-122    0.163656-119
    0.850940E+00    0.155000E+00   -0.187360-122    0.163772-119
    0.851140E+00    0.155000E+00   -0.187470-122    0.163887-119
    0.851340E+00    0.155000E+00   -0.187580-122    0.164003-119
    0.851539E+00    0.155000E+00   -0.187690-122    0.164118-119
    0.851739E+00    0.155000E+00   -0.187800-122    0.164234-119
    0.851939E+00    0.155000E+00   -0.187911-122    0.164349-119
    0.852139E+00    0.155000E+00   -0.188021-122    0.164465-119
    0.852339E+00    0.155000E+00   -0.188131-122    0.164581-119
    0.852539E+00    0.155000E+00   -0.188241-122    0.164697-119
    0.852738E+00    0.155000E+00   -0.188352-122    0.164812-119
    0.852938E+00    0.155000E+00   -0.188462-122    0.164928-119
    0.853138E+00    0.155000E+00   -0.188572-122    0.165044-119
    0.853338E+00    0.155000E+00   -0.188683-122    0.165160-119
    0.853538E+00    0.155000E+00   -0.188793-122    0.165276-119
    0.853737E+00    0.155000E+00   -0.188904-122    0.165392-119
    0.853937E+00    0.155000E+00   -0.189014-122    0.165509-119
    0.854137E+00    0.155000E+00   -0.189125-122    0.165625-119
    0.854337E+00    0.155000E+00   -0.189236-122    0.165741-119
    0.854537E+00    0.155000E+00   -0.189346-122    0.165857-119
    0.854736E+00    0.155000E+00   -0.189457-122    0.165974-119
    0.854936E+00    0.155000E+00   -0.189568-122    0.166090-119
    0.855136E+00    0.155000E+00   -0.189679-122    0.166207-119
    0.855336E+00    0.155000E+00   -0.189789-122    0.166323-119
    0.855536E+00    0.155000E+00   -0.189900-122    0.166440-119
    0.855736E+00    0.155000E+00   -0.190011-122    0.166557-119
    0.855935E+00    0.155000E+00   -0.190122-122    0.166673-119
    0.856135E+00    0.155000E+00   -0.190233-122    0.166790-119
    0.856335E+00    0.155000E+00   -0.190344-122    0.166907-119
    0.856535E+00    0.155000E+00   -0.190455-122    0.167024-119
    0.856735E+00    0.155000E+00   -0.190566-122    0.167141-119
    0.856934E+00    0.155000E+00   -0.190678-122    0.167258-119
    0.857134E+00    0.155000E+00   -0.190789-122    0.167375-119
    0.857334E+00    0.155000E+00   -0.190900-122    0.167492-119
    0.857534E+00    0.155000E+00   -0.191011-122    0.167609-119
    0.857734E+00    0.155000E+00   -0.191122-122    0.167726-119
    0.857933E+00    0.155000E+00   -0.191234-122    0.167843-119
    0.858133E+00    0.155000E+00   -0.191345-122    0.167961-119
    0.858333E+00    0.155000E+00   -0.191457-122    0.168078-119
    0.858533E+00    0.155000E+00   -0.191568-122    0.168196-119
    0.858733E+00    0.155000E+00   -0.191680-122    0.168313-119
    0.858932E+00    0.155000E+00   -0.191791-122    0.168431-119
    0.859132E+00    0.155000E+00   -0.191903-122    0.168548-119
    0.859332E+00    0.155000E+00   -0.192014-122    0.168666-119
    0.859532E+00    0.155000E+00   -0.192126-122    0.168783-119
    0.859732E+00    0.155000E+00   -0.192238-122    0.168901-119
    0.859932E+00    0.155000E+00   -0.192349-122    0.169019-119
    0.860131E+00    0.155000E+00   -0.192461-122    0.169137-119
    0.860331E+00    0.155000E+00   -0.192573-122    0.169255-119
    0.860531E+00    0.155000E+00   -0.192685-122    0.169373-119
    0.860731E+00    0.155000E+00   -0.192797-122    0.169491-119
    0.860931E+00    0.155000E+00   -0.192909-122    0.169609-119
    0.861130E+00    0.155000E+00   -0.193020-122    0.169727-119
    0.861330E+00    0.155000E+00   -0.193132-122    0.169845-119
    0.861530E+00    0.155000E+00   -0.193244-122    0.169963-119
    0.861730E+00    0.155000E+00   -0.193357-122    0.170082-119
    0.861930E+00    0.155000E+00   -0.193469-122    0.170200-119
    0.862129E+00    0.155000E+00   -0.193581-122    0.170318-119
    0.862329E+00    0.155000E+00   -0.193693-122    0.170437-119
    0.862529E+00    0.155000E+00   -0.193805-122    0.170555-119
    0.862729E+00    0.155000E+00   -0.193918-122    0.170674-119
    0.862929E+00    0.155000E+00   -0.194030-122    0.170793-119
    0.863129E+00    0.155000E+00   -0.194142-122    0.170911-119
    0.863328E+00    0.155000E+00   -0.194255-122    0.171030-119
    0.863528E+00    0.155000E+00   -0.194367-122    0.171149-119
    0.863728E+00    0.155000E+00   -0.194479-122    0.171268-119
    0.863928E+00    0.155000E+00   -0.194592-122    0.171387-119
    0.864128E+00    0.155000E+00   -0.194705-122    0.171506-119
    0.864327E+00    0.155000E+00   -0.194817-122    0.171625-119
    0.864527E+00    0.155000E+00   -0.194930-122    0.171744-119
    0.864727E+00    0.155000E+00   -0.195042-122    0.171863-119
    0.864927E+00    0.155000E+00   -0.195155-122    0.171982-119
    0.865127E+00    0.155000E+00   -0.195268-122    0.172101-119
    0.865326E+00    0.155000E+00   -0.195381-122    0.172220-119
    0.865526E+00    0.155000E+00   -0.195493-122    0.172340-119
    0.865726E+00    0.155000E+00   -0.195606-122    0.172459-119
    0.865926E+00    0.155000E+00   -0.195719-122    0.172579-119
    0.866126E+00    0.155000E+00   -0.195832-122    0.172698-119
    0.866326E+00    0.155000E+00   -0.195945-122    0.172818-119
    0.866525E+00    0.155000E+00   -0.196058-122    0.172937-119
    0.866725E+00    0.155000E+00   -0.196171-122    0.173057-119
    0.866925E+00    0.155000E+00   -0.196284-122    0.173177-119
    0.867125E+00    0.155000E+00   -0.196397-122    0.173296-119
    0.867325E+00    0.155000E+00   -0.196511-122    0.173416-119
    0.867524E+00    0.155000E+00   -0.196624-122    0.173536-119
    0.867724E+00    0.155000E+00   -0.196737-122    0.173656-119
    0.867924E+00    0.155000E+00   -0.196850-122    0.173776-119
    0.868124E+00    0.155000E+00   -0.196964-122    0.173896-119
    0.868324E+00    0.155000E+00   -0.197077-122    0.174016-119
    0.868523E+00    0.155000E+00   -0.197190-122    0.174137-119
    0.868723E+00    0.155000E+00   -0.197304-122    0.174257-119
    0.868923E+00    0.155000E+00   -0.197417-122    0.174377-119
    0.869123E+00    0.155000E+00   -0.197531-122    0.174497-119
    0.869323E+00    0.155000E+00   -0.197644-122    0.174618-119
    0.869523E+00    0.155000E+00   -0.197758-122    0.174738-119
    0.869722E+00    0.155000E+00   -0.197872-122    0.174859-119
    0.869922E+00    0.155000E+00   -0.197985-122    0.174979-119
    0.870122E+00    0.155000E+00   -0.198099-122    0.175100-119
    0.870322E+00    0.155000E+00   -0.198213-122    0.175221-119
    0.870522E+00    0.155000E+00   -0.198327-122    0.175341-119
    0.870721E+00    0.155000E+00   -0.198440-122    0.175462-119
    0.870921E+00    0.155000E+00   -0.198554-122    0.175583-119
    0.871121E+00    0.155000E+00   -0.198668-122    0.175704-119
    0.871321E+00    0.155000E+00   -0.198782-122    0.175825-119
    0.871521E+00    0.155000E+00   -0.198896-122    0.175946-119
    0.871720E+00    0.155000E+00   -0.199010-122    0.176067-119
    0.871920E+00    0.155000E+00   -0.199124-122    0.176188-119
    0.872120E+00    0.155000E+00   -0.199238-122    0.176309-119
    0.872320E+00    0.155000E+00   -0.199352-122    0.176430-119
    0.872520E+00    0.155000E+00   -0.199467-122    0.176552-119
    0.872720E+00    0.155000E+00   -0.199581-122    0.176673-119
    0.872919E+00    0.155000E+00   -0.199695-122    0.176794-119
    0.873119E+00    0.155000E+00   -0.199809-122    0.176916-119
    0.873319E+00    0.155000E+00   -0.199924-122    0.177037-119
    0.873519E+00    0.155000E+00   -0.200038-122    0.177159-119
    0.873719E+00    0.155000E+00   -0.200153-122    0.177280-119
    0.873918E+00    0.155000E+00   -0.200267-122    0.177402-119
    0.874118E+00    0.155000E+00   -0.200382-122    0.177524-119
    0.874318E+00    0.155000E+00   -0.200496-122    0.177646-119
    0.874518E+00    0.155000E+00   -0.200611-122    0.177767-119
    0.874718E+00    0.155000E+00   -0.200725-122    0.177889-119
    0.874917E+00    0.155000E+00   -0.200840-122    0.178011-119
    0.875117E+00    0.155000E+00   -0.200955-122    0.178133-119
    0.875317E+00    0.155000E+00   -0.201069-122    0.178255-119
